OG0009905	Solyc02g088590.4.1	ANN11513-RA
OG0009906	Solyc02g088600.4.1	ANN11512-RA
OG0009907	Solyc02g088620.3.1	ANN11510-RA
OG0009908	Solyc02g088650.1.1	ANN11506-RA
OG0009909	Solyc02g088660.4.1	ANN11505-RA
OG0009910	Solyc02g088670.1.1	ANN11504-RA
OG0009911	Solyc02g088710.3.1	ANN11500-RA
OG0009912	Solyc02g088730.2.1	ANN11497-RA
OG0009913	Solyc02g088750.2.1	ANN11496-RA
OG0009914	Solyc02g088760.2.1	ANN11495-RA
OG0009915	Solyc02g088800.2.1	ANN11492-RA
OG0009916	Solyc02g088820.4.1	ANN11491-RA
OG0009917	Solyc02g088840.3.1	ANN11490-RA
OG0009918	Solyc02g088920.4.1	ANN11486-RA
OG0009920	Solyc02g089050.4.1	ANN11481-RA
OG0009921	Solyc02g089070.3.1	ANN11478-RA
OG0009922	Solyc02g089090.3.1	ANN10974-RA
OG0009923	Solyc02g089100.3.1	ANN11475-RA
OG0009924	Solyc02g089110.3.1	ANN11474-RA
OG0009925	Solyc02g089150.4.1	ANN11471-RA
OG0009926	Solyc02g089190.2.1	ANN11468-RA
OG0009927	Solyc02g089210.4.1	ANN11466-RA
OG0009928	Solyc02g089220.4.1	ANN11465-RA
OG0009929	Solyc02g089230.3.1	ANN11464-RA
OG0009930	Solyc02g089240.3.1	ANN11463-RA
OG0009931	Solyc02g089250.4.1	ANN11462-RA
OG0009932	Solyc02g089260.4.1	ANN11460-RA
OG0009933	Solyc02g089280.3.1	ANN11459-RA
OG0009934	Solyc02g089290.3.1	ANN11458-RA
OG0009935	Solyc02g089310.1.1	ANN11456-RA
OG0009936	Solyc02g089320.3.1	ANN11455-RA
OG0009937	Solyc02g089360.4.1	ANN11452-RA
OG0009938	Solyc02g089410.3.1	ANN11448-RA
OG0009939	Solyc02g089420.1.1	ANN11447-RA
OG0009940	Solyc02g089440.3.1	ANN11446-RA
OG0009941	Solyc02g089480.1.1	ANN11444-RA
OG0009942	Solyc02g089550.3.1	ANN11443-RA
OG0009943	Solyc02g089560.4.1	ANN11442-RA
OG0009944	Solyc02g089610.2.1	ANN11438-RA
OG0009945	Solyc02g089620.3.1	ANN11437-RA
OG0009946	Solyc02g089630.3.1	ANN11436-RA
OG0009947	Solyc02g089640.3.1	ANN11435-RA
OG0009948	Solyc02g089670.4.1	ANN11432-RA
OG0009949	Solyc02g089720.3.1	ANN11428-RA
OG0009950	Solyc02g089730.1.1	ANN11427-RA
OG0009951	Solyc02g089800.3.1	ANN11421-RA
OG0009952	Solyc02g089810.3.1	ANN11420-RA
OG0009953	Solyc02g089820.4.1	ANN11419-RA
OG0009954	Solyc02g089830.2.1	ANN11418-RA
OG0009955	Solyc02g089920.1.1	ANN11413-RA
OG0009956	Solyc02g089930.4.1	ANN11412-RA
OG0009957	Solyc02g089940.4.1	ANN11411-RA
OG0009958	Solyc02g089950.2.1	ANN11410-RA
OG0009959	Solyc02g089960.3.1	ANN11409-RA
OG0009960	Solyc02g089970.3.1	ANN11408-RA
OG0009961	Solyc02g089980.3.1	ANN11407-RA
OG0009962	Solyc02g089990.1.1	ANN11406-RA
OG0009963	Solyc02g090000.3.1	ANN11405-RA
OG0009964	Solyc02g090010.3.1	ANN11404-RA
OG0009965	Solyc02g090070.3.1	ANN11400-RA
OG0009966	Solyc02g090100.1.1	ANN11398-RA
OG0009967	Solyc02g090110.3.1	ANN11397-RA
OG0009968	Solyc02g090130.4.1	ANN11395-RA
OG0009969	Solyc02g090150.1.1	ANN11394-RA
OG0009970	Solyc02g090170.3.1	ANN11393-RA
OG0009971	Solyc02g090190.1.1	ANN11391-RA
OG0009972	Solyc02g090200.3.1	ANN11390-RA
OG0009973	Solyc02g090210.3.1	ANN11389-RA
OG0009974	Solyc02g090220.3.1	ANN11388-RA
OG0009975	Solyc02g090230.4.1	ANN11386-RA
OG0009976	Solyc02g090240.4.1	ANN11384-RA
OG0009977	Solyc02g090300.3.1	ANN11380-RA
OG0009978	Solyc02g090310.1.1	ANN11379-RA
OG0009979	Solyc02g090330.3.1	ANN11378-RA
OG0009980	Solyc02g090370.4.1	ANN11372-RA
OG0009981	Solyc02g090380.4.1	ANN11371-RA
OG0009982	Solyc02g090400.4.1	ANN11369-RA
OG0009983	Solyc02g090420.2.1	ANN11368-RA
OG0009984	Solyc02g090480.4.1	ANN11367-RA
OG0009985	Solyc02g090570.4.1	ANN11360-RA
OG0009986	Solyc02g090580.3.1	ANN11359-RA
OG0009987	Solyc02g090600.2.1	ANN40015-RA
OG0009988	Solyc02g090650.4.1	ANN11354-RA
OG0009989	Solyc02g090670.3.1	ANN11352-RA
OG0009990	Solyc02g090690.3.1	ANN11351-RA
OG0009991	Solyc02g090710.3.1	ANN11350-RA
OG0009992	Solyc02g090720.3.1	ANN11349-RA
OG0009993	Solyc02g090740.3.1	ANN11348-RA
OG0009994	Solyc02g090760.4.1	ANN11346-RA
OG0009995	Solyc02g090770.1.1	ANN11345-RA
OG0009996	Solyc02g090780.1.1	ANN11344-RA
OG0009997	Solyc02g090790.1.1	ANN11343-RA
OG0009998	Solyc02g090810.4.1	ANN11342-RA
OG0009999	Solyc02g090820.3.1	ANN11341-RA
OG0010000	Solyc02g090840.3.1	ANN11340-RA
OG0010001	Solyc02g090870.1.1	ANN11334-RA
OG0010002	Solyc02g090890.4.1	ANN11333-RA
OG0010003	Solyc02g090900.3.1	ANN11332-RA
OG0010005	Solyc02g090920.2.1	ANN11331-RA
OG0010006	Solyc02g090950.1.1	ANN11328-RA
OG0010007	Solyc02g090960.1.1	ANN11327-RA
OG0010009	Solyc02g090990.1.1	ANN11325-RA
OG0010010	Solyc02g091000.4.1	ANN11324-RA
OG0010011	Solyc02g091080.2.1	ANN11320-RA
OG0010012	Solyc02g091090.4.1	ANN11318-RA
OG0010013	Solyc02g091100.3.1	ANN11317-RA
OG0010014	Solyc02g091140.3.1	ANN11313-RA
OG0010015	Solyc02g091193.1.1, Solyc04g007585.1.1	ANN11004-RA
OG0010016	Solyc02g091230.4.1	ANN11308-RA
OG0010017	Solyc02g091250.1.1	ANN11307-RA
OG0010018	Solyc02g091260.1.1	ANN11306-RA
OG0010019	Solyc02g091270.3.1	ANN11305-RA
OG0010020	Solyc02g091280.3.1	ANN11304-RA
OG0010021	Solyc02g091300.3.1	ANN11302-RA
OG0010022	Solyc02g091310.2.1	ANN11301-RA
OG0010023	Solyc02g091330.4.1	ANN11300-RA
OG0010024	Solyc02g091390.3.1	ANN11296-RA
OG0010025	Solyc02g091400.1.1	ANN11295-RA
OG0010026	Solyc02g091420.3.1	ANN11293-RA
OG0010027	Solyc02g091430.4.1	ANN11292-RA
OG0010028	Solyc02g091440.2.1	ANN11291-RA
OG0010029	Solyc02g091460.3.1	ANN11290-RA
OG0010030	Solyc02g091470.3.1	ANN11288-RA
OG0010031	Solyc02g091480.1.1	ANN11287-RA
OG0010032	Solyc02g091490.4.1	ANN11286-RA
OG0010033	Solyc02g091500.1.1	ANN11285-RA
OG0010034	Solyc02g091510.3.1	ANN11284-RA
OG0010035	Solyc02g091530.4.1	ANN11282-RA
OG0010036	Solyc02g091580.4.1	ANN11276-RA
OG0010037	Solyc02g091600.1.1	ANN11275-RA
OG0010038	Solyc02g091640.3.1	ANN11272-RA
OG0010039	Solyc02g091650.4.1	ANN11271-RA
OG0010040	Solyc02g091670.1.1	ANN11268-RA
OG0010041	Solyc02g091700.3.1	ANN11266-RA
OG0010042	Solyc02g091770.3.1	ANN11261-RA
OG0010043	Solyc02g091790.3.1	ANN11259-RA
OG0010044	Solyc02g091800.4.1	ANN39156-RA
OG0010045	Solyc02g091820.3.1	ANN11257-RA
OG0010046	Solyc02g091830.3.1	ANN11256-RA
OG0010047	Solyc02g091890.3.1	ANN11253-RA
OG0010048	Solyc02g091900.4.1	ANN11252-RA
OG0010049	Solyc02g091910.2.1	ANN11251-RA
OG0010050	Solyc02g091920.3.1	ANN11250-RA
OG0010051	Solyc02g091930.3.1	ANN11249-RA
OG0010052	Solyc02g091940.3.1	ANN11248-RA
OG0010053	Solyc02g092000.3.1	ANN11244-RA
OG0010054	Solyc02g092010.4.1	ANN11243-RA
OG0010055	Solyc02g092040.1.1	ANN11240-RA
OG0010056	Solyc02g092050.3.1	ANN11239-RA
OG0010057	Solyc02g092080.2.1	ANN11235-RA
OG0010058	Solyc02g092120.3.1	ANN11233-RA
OG0010059	Solyc02g092140.1.1	ANN11232-RA
OG0010060	Solyc02g092150.3.1	ANN11231-RA
OG0010061	Solyc02g092160.3.1	ANN11230-RA
OG0010062	Solyc02g092190.1.1	ANN11229-RA
OG0010063	Solyc02g092240.3.1	ANN11224-RA
OG0010064	Solyc02g092270.3.1	ANN11222-RA
OG0010065	Solyc02g092300.1.1	ANN11219-RA
OG0010066	Solyc02g092310.4.1	ANN11218-RA
OG0010067	Solyc02g092350.3.1	ANN11216-RA
OG0010068	Solyc02g092370.1.1	ANN11214-RA
OG0010069	Solyc02g092380.4.1	ANN11213-RA
OG0010070	Solyc02g092400.1.1	ANN11212-RA
OG0010071	Solyc02g092410.3.1	ANN11211-RA
OG0010072	Solyc02g092420.4.1	ANN11210-RA
OG0010073	Solyc02g092460.3.1	ANN11206-RA
OG0010074	Solyc02g092470.3.1	ANN11205-RA
OG0010075	Solyc02g092480.4.1	ANN11204-RA
OG0010076	Solyc02g092490.3.1	ANN11203-RA
OG0010077	Solyc02g092510.3.1	ANN11200-RA
OG0010078	Solyc02g092570.1.1	ANN11197-RA
OG0010079	Solyc02g092590.3.1	ANN11195-RA
OG0010080	Solyc02g092660.3.1	ANN11191-RA
OG0010081	Solyc02g092700.3.1	ANN11184-RA
OG0010082	Solyc02g092710.3.1	ANN11183-RA
OG0010083	Solyc02g092780.3.1	ANN11177-RA
OG0010084	Solyc02g092783.1.1	ANN11176-RA
OG0010085	Solyc02g092790.3.1	ANN11175-RA
OG0010086	Solyc02g092800.3.1	ANN11174-RA
OG0010087	Solyc02g092810.4.1	ANN11173-RA
OG0010088	Solyc02g092840.1.1	ANN11170-RA
OG0010089	Solyc02g092860.3.1	ANN11167-RA
OG0010090	Solyc02g092870.2.1	ANN11166-RA
OG0010091	Solyc02g092880.3.1	ANN11165-RA
OG0010092	Solyc02g092910.3.1	ANN11163-RA
OG0010093	Solyc02g092920.4.1	ANN11161-RA
OG0010094	Solyc02g092930.1.1	ANN11160-RA
OG0010095	Solyc02g092940.3.1	ANN11159-RA
OG0010096	Solyc02g092950.3.1	ANN11158-RA
OG0010097	Solyc02g092980.3.1	ANN11156-RA
OG0010098	Solyc02g092990.1.1	ANN11155-RA
OG0010099	Solyc02g093010.3.1	ANN11153-RA
OG0010100	Solyc02g093040.4.1	ANN11151-RA
OG0010101	Solyc02g093050.3.1	ANN11150-RA
OG0010102	Solyc02g093100.3.1	ANN11146-RA
OG0010103	Solyc02g093140.4.1	ANN11142-RA
OG0010104	Solyc02g093150.3.1	ANN11141-RA
OG0010105	Solyc02g093350.3.1	ANN11131-RA
OG0010106	Solyc02g093380.1.1	ANN11129-RA
OG0010107	Solyc02g093390.4.1	ANN11128-RA
OG0010108	Solyc02g093400.3.1	ANN11127-RA
OG0010109	Solyc02g093410.4.1	ANN11126-RA
OG0010110	Solyc02g093450.3.1	ANN11124-RA
OG0010111	Solyc02g093460.4.1	ANN11122-RA
OG0010112	Solyc02g093500.4.1	ANN11119-RA
OG0010113	Solyc02g093510.3.1	ANN11118-RA
OG0010114	Solyc02g093520.3.1	ANN11117-RA
OG0010115	Solyc02g093525.1.1	ANN11116-RA
OG0010116	Solyc02g093540.4.1	ANN11114-RA
OG0010117	Solyc02g093550.3.1	ANN11113-RA
OG0010118	Solyc02g093590.3.1	ANN10993-RA
OG0010119	Solyc02g093600.3.1	ANN10994-RA
OG0010120	Solyc02g093620.2.1	ANN11109-RA
OG0010121	Solyc02g093630.3.1	ANN11108-RA
OG0010122	Solyc02g093640.3.1	ANN11107-RA
OG0010123	Solyc02g093650.4.1	ANN11106-RA
OG0010124	Solyc02g093660.1.1	ANN11105-RA
OG0010125	Solyc02g093670.3.1	ANN11104-RA
OG0010126	Solyc02g093690.3.1	ANN11102-RA
OG0010127	Solyc02g093700.3.1	ANN11101-RA
OG0010128	Solyc02g093710.1.1	ANN11100-RA
OG0010129	Solyc02g093740.3.1	ANN11098-RA
OG0010130	Solyc02g093750.3.1	ANN11097-RA
OG0010131	Solyc02g093760.4.1	ANN11096-RA
OG0010133	Solyc02g093790.3.1	ANN11094-RA
OG0010134	Solyc02g093830.4.1	ANN11090-RA
OG0010135	Solyc02g093840.3.1	ANN11089-RA
OG0010136	Solyc02g093850.3.1	ANN11088-RA
OG0010137	Solyc02g093880.3.1	ANN11085-RA
OG0010138	Solyc02g093890.1.1	ANN11082-RA
OG0010139	Solyc02g093920.2.1	ANN11080-RA
OG0010140	Solyc02g093940.3.1	ANN11078-RA
OG0010141	Solyc02g093950.3.1	ANN11077-RA
OG0010142	Solyc02g093970.4.1	ANN11075-RA
OG0010143	Solyc02g093990.4.1	ANN11074-RA
OG0010144	Solyc02g094010.2.1	ANN11072-RA
OG0010145	Solyc02g094030.3.1	ANN11000-RA
OG0010146	Solyc02g094040.3.1	ANN10999-RA
OG0010147	Solyc02g094050.4.1	ANN10998-RA
OG0010148	Solyc02g094100.4.1	ANN11069-RA
OG0010149	Solyc02g094110.1.1	ANN11068-RA
OG0010150	Solyc02g094125.1.1	ANN11067-RA
OG0010151	Solyc02g094130.3.1	ANN11066-RA
OG0010152	Solyc02g094150.4.1	ANN11065-RA
OG0010153	Solyc02g094170.3.1	ANN11064-RA
OG0010154	Solyc02g094180.3.1	ANN11063-RA
OG0010155	Solyc02g094230.1.1	ANN11054-RA
OG0010156	Solyc02g094240.1.1	ANN11053-RA
OG0010157	Solyc02g150150.1.1	ANN11052-RA
OG0010158	Solyc02g094260.1.1	ANN11051-RA
OG0010159	Solyc02g094280.4.1	ANN11049-RA
OG0010160	Solyc02g094290.1.1	ANN11047-RA
OG0010161	Solyc02g094300.4.1	ANN11046-RA
OG0010162	Solyc02g094310.3.1	ANN11045-RA
OG0010163	Solyc02g094320.3.1	ANN11044-RA
OG0010164	Solyc02g094330.3.1	ANN11043-RA
OG0010165	Solyc02g094340.1.1	ANN11042-RA
OG0010166	Solyc02g094360.3.1	ANN11041-RA
OG0010167	Solyc02g094370.1.1	ANN11040-RA
OG0010168	Solyc02g094390.3.1	ANN11037-RA
OG0010169	Solyc02g094400.4.1	ANN11036-RA
OG0010170	Solyc02g094410.4.1	ANN11032-RA
OG0010171	Solyc02g094420.3.1	ANN11031-RA
OG0010172	Solyc02g094440.4.1	ANN11029-RA
OG0010173	Solyc02g094450.2.1	ANN11028-RA
OG0010174	Solyc02g094460.2.1	ANN11027-RA
OG0010175	Solyc02g094480.4.1	ANN11025-RA
OG0010176	Solyc02g094500.3.1	ANN11022-RA
OG0010177	Solyc02g094510.4.1	ANN11021-RA
OG0010178	Solyc02g094520.3.1	ANN11020-RA
OG0010179	Solyc02g094560.3.1	ANN11016-RA
OG0010180	Solyc02g094570.3.1	ANN11015-RA
OG0010181	Solyc02g094590.3.1	ANN11010-RA
OG0010182	Solyc02g094610.1.1	ANN11008-RA
OG0010183	Solyc03g005010.4.1	ANN04537-RA
OG0010185	Solyc03g005030.3.1	ANN04538-RA
OG0010186	Solyc03g005060.4.1	ANN04540-RA
OG0010187	Solyc03g005080.4.1	ANN04541-RA
OG0010188	Solyc03g005100.3.1	ANN04543-RA
OG0010189	Solyc03g005130.3.1	ANN04544-RA
OG0010190	Solyc03g005160.4.1	ANN04545-RA
OG0010191	Solyc03g005170.3.1	ANN04546-RA
OG0010192	Solyc03g005200.3.1	ANN04548-RA
OG0010193	Solyc03g005230.3.1	ANN04549-RA
OG0010194	Solyc03g005240.2.1	ANN04550-RA
OG0010195	Solyc03g005280.4.1	ANN04554-RA
OG0010196	Solyc03g005290.2.1	ANN04555-RA
OG0010197	Solyc03g005330.1.1	ANN04558-RA
OG0010198	Solyc03g005350.3.1	ANN04560-RA
OG0010199	Solyc03g005380.3.1	ANN04561-RA
OG0010200	Solyc03g005390.3.1	ANN04562-RA
OG0010201	Solyc03g005420.2.1	ANN04565-RA
OG0010202	Solyc03g005440.3.1	ANN04567-RA
OG0010203	Solyc03g005450.3.1	ANN04568-RA
OG0010204	Solyc03g005460.4.1	ANN04571-RA
OG0010205	Solyc03g005470.3.1	ANN04573-RA
OG0010206	Solyc03g005480.4.1	ANN04574-RA
OG0010207	Solyc03g005500.1.1	ANN04576-RA
OG0010208	Solyc03g005520.1.1	ANN04577-RA
OG0010209	Solyc03g005580.2.1	ANN04578-RA
OG0010210	Solyc03g005590.2.1	ANN04579-RA
OG0010212	Solyc03g005640.1.1	ANN04582-RA
OG0010213	Solyc03g005670.3.1	ANN04584-RA
OG0010214	Solyc03g005700.1.1	ANN04585-RA
OG0010215	Solyc03g005720.3.1	ANN04586-RA
OG0010216	Solyc03g005750.3.1	ANN04589-RA
OG0010217	Solyc03g005800.4.1	ANN04591-RA
OG0010218	Solyc03g005860.4.1	ANN04592-RA
OG0010219	Solyc03g005880.3.1	ANN04595-RA
OG0010220	Solyc03g005910.3.1	ANN04597-RA
OG0010221	Solyc03g005920.4.1	ANN04598-RA
OG0010222	Solyc03g005960.3.1	ANN04599-RA
OG0010223	Solyc03g006000.3.1	ANN04600-RA
OG0010224	Solyc03g006040.3.1	ANN04603-RA
OG0010225	Solyc03g006130.3.1	ANN04606-RA
OG0010226	Solyc03g006140.3.1	ANN04608-RA
OG0010227	Solyc03g006150.2.1	ANN04609-RA
OG0010228	Solyc03g006160.1.1	ANN04610-RA
OG0010230	Solyc03g006200.3.1	ANN04612-RA
OG0010231	Solyc03g006260.4.1	ANN04614-RA
OG0010232	Solyc03g006320.1.1	ANN04618-RA
OG0010233	Solyc03g006330.4.1	ANN04619-RA
OG0010234	Solyc03g006350.3.1	ANN04620-RA
OG0010236	Solyc03g006390.2.1	ANN04622-RA
OG0010237	Solyc03g006410.3.1	ANN04623-RA
OG0010238	Solyc03g006420.4.1	ANN04626-RA
OG0010239	Solyc03g006480.3.1	ANN04630-RA
OG0010240	Solyc03g006490.3.1	ANN04631-RA
OG0010241	Solyc03g006510.4.1	ANN04632-RA
OG0010242	Solyc03g006530.3.1	ANN04634-RA
OG0010243	Solyc03g006540.3.1	ANN04635-RA
OG0010244	Solyc03g006570.3.1	ANN04637-RA
OG0010245	Solyc03g006580.3.1	ANN04638-RA
OG0010246	Solyc03g006590.3.1	ANN04639-RA
OG0010247	Solyc03g006620.3.1	ANN04641-RA
OG0010248	Solyc03g006630.3.1	ANN04642-RA
OG0010249	Solyc03g006640.3.1	ANN04643-RA
OG0010250	Solyc03g006660.3.1	ANN04645-RA
OG0010251	Solyc03g006670.4.1	ANN04646-RA
OG0010252	Solyc03g006760.4.1	ANN04649-RA
OG0010253	Solyc03g006770.4.1	ANN04650-RA
OG0010254	Solyc03g006810.3.1	ANN04651-RA
OG0010255	Solyc03g006820.3.1	ANN04652-RA
OG0010256	Solyc03g006830.3.1	ANN04653-RA
OG0010257	Solyc03g006840.4.1	ANN04654-RA
OG0010258	Solyc03g006850.3.1	ANN04655-RA
OG0010259	Solyc03g006860.3.1	ANN04656-RA
OG0010260	Solyc03g006870.3.1	ANN04658-RA
OG0010261	Solyc03g006890.3.1	ANN04660-RA
OG0010262	Solyc03g006900.2.1	ANN04661-RA
OG0010263	Solyc03g006920.2.1	ANN04664-RA
OG0010264	Solyc03g006970.1.1	ANN04669-RA
OG0010265	Solyc03g007000.4.1	ANN04671-RA
OG0010266	Solyc03g007010.4.1	ANN04672-RA
OG0010267	Solyc03g007050.3.1	ANN04673-RA
OG0010268	Solyc03g007070.3.1	ANN04675-RA
OG0010269	Solyc03g007080.4.1	ANN04676-RA
OG0010270	Solyc03g007090.1.1	ANN04677-RA
OG0010271	Solyc03g007100.3.1	ANN04678-RA
OG0010272	Solyc03g007110.3.1	ANN04680-RA
OG0010273	Solyc03g007120.3.1	ANN04682-RA
OG0010274	Solyc03g007140.3.1	ANN04683-RA
OG0010275	Solyc03g007150.3.1	ANN04684-RA
OG0010277	Solyc03g007170.3.1	ANN04685-RA
OG0010278	Solyc03g007180.1.1	ANN04686-RA
OG0010279	Solyc03g007190.3.1	ANN04687-RA
OG0010280	Solyc03g007210.3.1	ANN04689-RA
OG0010281	Solyc03g007230.4.1	ANN04690-RA
OG0010282	Solyc06g010180.1.1, Solyc03g007250.1.1	ANN38661-RA
OG0010283	Solyc03g007270.3.1	ANN04691-RA
OG0010284	Solyc03g007290.4.1	ANN04693-RA
OG0010285	Solyc03g007310.3.1	ANN04694-RA
OG0010288	Solyc03g007460.3.1	ANN04697-RA
OG0010289	Solyc03g007480.3.1	ANN04699-RA
OG0010290	Solyc03g007485.1.1	ANN04700-RA
OG0010291	Solyc03g007510.4.1	ANN04704-RA
OG0010292	Solyc03g007520.3.1	ANN04705-RA
OG0010293	Solyc03g007540.3.1	ANN04707-RA
OG0010294	Solyc03g007550.4.1	ANN04708-RA
OG0010295	Solyc03g007570.2.1	ANN04731-RA
OG0010296	Solyc03g007610.4.1	ANN04729-RA
OG0010297	Solyc03g007620.3.1	ANN04728-RA
OG0010298	Solyc03g007640.1.1	ANN04727-RA
OG0010299	Solyc03g007680.3.1	ANN04724-RA
OG0010300	Solyc03g007690.1.1	ANN04723-RA
OG0010301	Solyc03g007700.1.1	ANN04722-RA
OG0010302	Solyc03g007710.3.1	ANN04721-RA
OG0010303	Solyc03g007720.3.1	ANN04720-RA
OG0010304	Solyc03g007740.3.1	ANN04719-RA
OG0010305	Solyc03g007750.3.1	ANN04718-RA
OG0010306	Solyc03g007760.3.1	ANN04717-RA
OG0010307	Solyc03g007770.3.1	ANN04716-RA
OG0010308	Solyc03g007775.2.1	ANN04715-RA
OG0010309	Solyc03g007800.3.1	ANN04713-RA
OG0010310	Solyc03g007810.3.1	ANN04712-RA
OG0010311	Solyc03g007830.3.1	ANN04710-RA
OG0010312	Solyc03g007840.1.1	ANN04709-RA
OG0010313	Solyc03g007860.1.1	ANN04732-RA
OG0010314	Solyc03g007920.4.1	ANN04735-RA
OG0010315	Solyc03g007960.3.1	ANN04737-RA
OG0010316	Solyc03g007970.2.1	ANN04738-RA
OG0010317	Solyc03g007980.1.1	ANN04739-RA
OG0010318	Solyc03g008010.3.1	ANN04741-RA
OG0010320	Solyc03g025150.4.1	ANN04748-RA
OG0010321	Solyc03g025170.1.1	ANN04750-RA
OG0010322	Solyc03g025260.1.1	ANN04755-RA
OG0010323	Solyc03g025290.3.1	ANN04758-RA
OG0010324	Solyc03g025320.4.1	ANN04760-RA
OG0010325	Solyc03g025330.4.1	ANN04761-RA
OG0010326	Solyc03g025340.1.1	ANN04762-RA
OG0010327	Solyc03g025350.3.1	ANN04763-RA
OG0010329	Solyc03g025390.3.1	ANN04766-RA
OG0010330	Solyc03g025430.1.1	ANN04768-RA
OG0010331	Solyc03g025440.3.1	ANN04770-RA
OG0010332	Solyc03g025450.4.1	ANN04771-RA
OG0010333	Solyc03g025460.3.1	ANN04772-RA
OG0010334	Solyc03g025480.4.1	ANN04774-RA
OG0010336	Solyc03g025510.3.1	ANN04776-RA
OG0010337	Solyc03g025530.3.1	ANN04778-RA
OG0010338	Solyc03g025540.3.1	ANN04779-RA
OG0010339	Solyc03g025550.3.1	ANN04780-RA
OG0010340	Solyc03g025640.2.1	ANN04785-RA
OG0010341	Solyc03g025700.2.1	ANN04789-RA
OG0010342	Solyc03g025740.4.1	ANN04792-RA
OG0010343	Solyc03g025790.4.1	ANN04795-RA
OG0010344	Solyc03g025800.3.1	ANN04796-RA
OG0010345	Solyc03g025810.4.1	ANN04797-RA
OG0010346	Solyc03g025820.3.1	ANN04799-RA
OG0010347	Solyc03g025830.4.1	ANN04800-RA
OG0010348	Solyc03g025840.3.1	ANN04801-RA
OG0010349	Solyc03g025860.3.1	ANN04803-RA
OG0010350	Solyc03g025910.3.1	ANN04806-RA
OG0010351	Solyc03g026040.4.1	ANN04815-RA
OG0010352	Solyc03g026060.3.1	ANN04818-RA
OG0010353	Solyc03g026070.4.1	ANN04819-RA
OG0010354	Solyc03g026110.4.1	ANN04822-RA
OG0010355	Solyc03g026170.4.1	ANN04825-RA
OG0010356	Solyc03g026220.3.1	ANN04830-RA
OG0010357	Solyc03g026270.3.1	ANN04836-RA
OG0010358	Solyc03g026330.4.1	ANN04843-RA
OG0010359	Solyc03g026340.4.1	ANN04844-RA
OG0010360	Solyc03g026350.3.1	ANN04845-RA
OG0010361	Solyc03g026370.1.1	ANN04846-RA
OG0010362	Solyc03g031420.1.1	ANN04850-RA
OG0010363	Solyc03g031430.1.1	ANN04851-RA
OG0010364	Solyc03g031470.3.1	ANN04852-RA
OG0010365	Solyc03g031560.4.1	ANN04856-RA
OG0010367	Solyc03g031630.3.1	ANN04860-RA
OG0010368	Solyc03g031660.1.1	ANN04861-RA
OG0010369	Solyc03g031670.3.1	ANN04863-RA
OG0010370	Solyc03g031680.3.1	ANN04864-RA
OG0010371	Solyc03g031710.3.1	ANN04865-RA
OG0010373	Solyc03g031820.4.1	ANN04869-RA
OG0010374	Solyc03g031830.1.1	ANN04871-RA
OG0010376	Solyc03g031900.2.1	ANN04880-RA
OG0010377	Solyc03g031980.4.1	ANN04885-RA
OG0010378	Solyc03g032050.4.1	ANN04890-RA
OG0010379	Solyc03g032060.1.1	ANN04891-RA
OG0010380	Solyc03g032070.3.1	ANN04893-RA
OG0010381	Solyc03g032100.2.1	ANN04896-RA
OG0010382	Solyc03g032110.3.1	ANN04897-RA
OG0010383	Solyc03g032140.4.1	ANN04901-RA
OG0010384	Solyc03g032150.3.1	ANN04530-RA
OG0010385	Solyc03g032160.3.1	ANN04531-RA
OG0010387	Solyc03g032230.1.1	ANN04905-RA
OG0010388	Solyc03g033300.3.1	ANN04906-RA
OG0010389	Solyc03g033360.3.1	ANN04909-RA
OG0010390	Solyc03g033370.3.1	ANN04910-RA
OG0010391	Solyc03g033380.3.1	ANN04911-RA
OG0010392	Solyc03g033390.3.1	ANN04912-RA
OG0010393	Solyc03g033480.4.1	ANN04918-RA
OG0010394	Solyc03g033500.4.1	ANN04919-RA
OG0010395	Solyc03g033520.2.1	ANN04921-RA
OG0010396	Solyc03g033530.4.1	ANN04923-RA
OG0010397	Solyc03g033630.3.1	ANN04931-RA
OG0010399	Solyc03g033720.4.1	ANN04934-RA
OG0010401	Solyc03g033860.1.1	ANN04942-RA
OG0010402	Solyc03g034000.3.1	ANN04950-RA
OG0010403	Solyc03g034020.4.1	ANN04951-RA
OG0010404	Solyc03g034030.3.1	ANN04952-RA
OG0010405	Solyc03g034060.4.1	ANN04956-RA
OG0010406	Solyc03g034070.1.1	ANN04957-RA
OG0010407	Solyc03g034080.4.1	ANN04958-RA
OG0010408	Solyc03g034090.3.1	ANN04959-RA
OG0010409	Solyc03g034100.4.1	ANN04960-RA
OG0010410	Solyc03g034140.4.1	ANN04963-RA
OG0010411	Solyc03g034150.2.1	ANN04964-RA
OG0010412	Solyc03g034170.4.1	ANN04966-RA
OG0010413	Solyc03g034190.3.1	ANN04968-RA
OG0010414	Solyc03g034200.3.1	ANN04969-RA
OG0010415	Solyc03g034240.4.1	ANN04973-RA
OG0010416	Solyc03g034380.1.1	ANN04990-RA
OG0010417	Solyc03g034390.1.1	ANN04987-RA
OG0010418	Solyc03g034400.3.1	ANN04993-RA
OG0010419	Solyc03g034410.1.1	ANN04994-RA
OG0010420	Solyc03g043600.3.1	ANN05000-RA
OG0010421	Solyc03g043640.3.1	ANN05001-RA
OG0010422	Solyc03g043710.1.1	ANN05008-RA
OG0010423	Solyc03g043720.4.1	ANN05009-RA
