target_id	functional_annotation
Solyc05g007760	SET domain protein 
Solyc05g007770	NAC domain transcription factor 
Solyc05g007780	Oxygen evolving enhancer protein 3 
Solyc05g007790	UPF0497 membrane protein 1 
Solyc05g007800	Negatively light-regulated protein 
Solyc05g007810	Nucleic acid binding protein 
Solyc05g007820	At1g19680-like protein 
Solyc05g007830	Expansin 2 
Solyc05g007840	Mitochondrial transcription termination factor 
Solyc05g007850	"Tir-nbs-lrr, resistance protein"
Solyc05g007860	Unknown Protein 
Solyc05g007870	MYB transcription factor 
Solyc05g007880	Dof zinc finger protein 
Solyc05g007890	Myb family transcription factor-like 
Solyc05g007900	RING finger protein 126 
Solyc05g007910	50S ribosomal protein L18 
Solyc05g007920	Genomic DNA chromosome 5 P1 clone MCL19 
Solyc05g007930	Beta-1 3-galactosyltransferase-like protein 
Solyc05g007940	Ribonuclease T2 
Solyc05g007950	Ribonuclease T2 
Solyc05g007960	Os01g0841200 protein 
Solyc05g007970	Phytanoyl-CoA dioxygenase 
Solyc05g007980	High affinity sulfate transporter 2 
Solyc05g007990	Uridine kinase 
Solyc05g008000	RNA pyrophosphohydrolase 
Solyc05g008010	60S ribosomal protein L31 
Solyc05g008020	Mitogen-activated protein kinase 
Solyc05g008030	Unknown Protein 
Solyc05g008040	ATP-dependent DNA helicase RECG-like 
Solyc05g008050	Homeobox-leucine zipper protein 14 
Solyc05g008060	Auxin efflux carrier 
Solyc05g008070	"Cc-nbs-lrr, resistance protein"
Solyc05g008080	Aquaporin 
Solyc05g008090	Os02g0200800 protein 
Solyc05g008100	Unknown Protein 
Solyc05g008110	Unknown Protein 
Solyc05g008120	Chaperone protein dnaJ 
Solyc05g008130	SMP-30/Gluconolaconase/LRE domain protein 
Solyc05g008140	Unknown Protein 
Solyc05g008150	Metallocarboxypeptidase inhibitor 
Solyc05g008160	Unknown Protein 
Solyc05g008170	Unknown Protein 
Solyc05g008180	Nicotinate-nucleotide pyrophosphorylase 
Solyc05g008190	WD repeat protein 46 
Solyc05g008200	Phosphatidylinositol-4-phosphate 5-kinase family protein 
Solyc05g008210	Unknown Protein 
Solyc05g008220	Unknown Protein 
Solyc05g008230	U-box domain-containing protein 11 
Solyc05g008240	Unknown Protein 
Solyc05g008250	Myb-like transcription factor 6 
Solyc05g008260	Homology to unknown gene 
Solyc05g008270	Uncharacterized membrane protein 
Solyc05g008280	Peptidyl-prolyl cis-trans isomerase-like 4 
Solyc05g008290	Bilirubin oxidase 
Solyc05g008300	Unknown Protein 
Solyc05g008310	Serine/threonine kinase receptor 
Solyc05g008320	Fasciclin-like arabinogalactan protein 
Solyc05g008330	Pentatricopeptide repeat protein 
Solyc05g008340	"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 7 "
Solyc05g008350	ABC transporter G family member 7 
Solyc05g008360	Predicted by genscan and genefinder 
Solyc05g008370	Ribose-5-phosphate isomerase 
Solyc05g008380	Unknown Protein 
Solyc05g008390	RING zinc finger-containing protein 
Solyc05g008400	Repressor of RNA polymerase III transcription MAF1 
Solyc05g008410	Unknown Protein 
Solyc05g008420	Tetratricopeptide repeat protein 5 
Solyc05g008430	pH-response regulator protein palA/RIM20 
Solyc05g008440	Unknown Protein 
Solyc05g008450	Oxidoreductase FAD/NAD
Solyc05g008460	ATP synthase subunit beta 
Solyc05g008470	F-box family protein 
Solyc05g008480	Histone chaperone asf1 
Solyc05g008490	Unknown Protein 
Solyc05g008500	Mate efflux family protein 
Solyc05g008510	Multidrug resistance protein mdtK 
Solyc05g008520	Cyclin-D1-binding protein 1 homolog 
Solyc05g008530	Sec-independent protein translocase TatC 
Solyc05g008540	Origin recognition complex 4 subunit 
Solyc05g008550	Fruit-specific protein 
Solyc05g008560	Pentatricopeptide repeat-containing protein 
Solyc05g008570	Acyl ACP-thioesterase 
Solyc05g008580	Phosphatidylserine synthase 2 
Solyc05g008590	Unknown Protein 
Solyc05g008600	Fructose-bisphosphate aldolase 
Solyc05g008610	2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2 
Solyc05g008620	DNA replication complex GINS protein psf3 
Solyc05g008630	Poly
Solyc05g008640	RING finger protein 
Solyc05g008650	"Cc-nbs, resistance protein fragment"
Solyc05g008660	Unknown Protein 
Solyc05g008670	Zinc finger protein 36 C3H type-like 1 
Solyc05g008680	24-sterol C-methyltransferase 
Solyc05g008690	"Nbs-lrr, resistance protein"
Solyc05g008700	EIN3-binding F-box protein 1 
Solyc05g008710	Unknown Protein 
Solyc05g008720	Unknown Protein 
Solyc05g008730	EIN3-binding F-box protein 1 
Solyc05g008740	RNA-dependent RNA polymerase 
Solyc05g008750	Splicing factor arginine/serine-rich 12 
Solyc05g008760	Amino acid permease 
Solyc05g008770	Amino acid permease 
Solyc05g008780	Proton pump interactor 1 
Solyc05g008790	Ceramide kinase 
Solyc05g008800	Lipid phosphate phosphatase 3 
Solyc05g008810	Lipid phosphate phosphatase 3 
Solyc05g008820	Lipid phosphate phosphatase 3 
Solyc05g008830	Octicosapeptide/Phox/Bem1p domain-containing protein 
Solyc05g008840	Zinc finger protein 2 
Solyc05g008850	Auxin responsive protein 
Solyc05g008860	"Receptor like kinase, RLK"
Solyc05g008870	Cytidyltransferase-related 
Solyc05g008880	Unknown Protein 
Solyc05g008890	Reticulon family protein 
Solyc05g008900	COSII_At1g13380 
Solyc05g008910	Glutamine amidotransferase 
Solyc05g008920	Os08g0100600 protein 
Solyc05g008930	Receptor-like kinase 
Solyc05g008940	Receptor-like kinase 
Solyc05g008950	Receptor-like kinase 
Solyc05g008960	Receptor-like protein kinase 
Solyc05g008970	Serine/threonine protein kinase family protein 
Solyc05g008980	Receptor-like protein kinase 
Solyc05g008990	Receptor-like kinase 
Solyc05g009000	Kinase family protein 
Solyc05g009010	Serine/threonine protein kinase family protein 
Solyc05g009020	Mitochondrial carrier like protein 
Solyc05g009030	3-isopropylmalate dehydrogenase 
Solyc05g009040	Receptor-like protein kinase 
Solyc05g009050	Receptor-like protein kinase 
Solyc05g009060	Unknown Protein 
Solyc05g009070	Integrin-linked kinase-associated serine/threonine phosphatase 2C 
Solyc05g009080	Cyclase/dehydrase-like protein 
Solyc05g009090	Receptor-like protein kinase 
Solyc05g009100	"Receptor like kinase, RLK"
Solyc05g009110	Os03g0731050 protein 
Solyc05g009120	Os03g0731050 protein 
Solyc05g009130	Os03g0731050 protein 
Solyc05g009140	Beta-lactamase domain protein 
Solyc05g009150	CHY zinc finger containing protein 
Solyc05g009160	Chaperone protein dnaJ 15 
Solyc05g009170	Zinc finger protein 6 
Solyc05g009180	Zinc finger protein 6 
Solyc05g009190	Cysteinyl tRNA synthetase 
Solyc05g009200	Unknown Protein 
Solyc05g009210	At1g67050 
Solyc05g009220	Glutaminyl-tRNA synthetase 
Solyc05g009230	MYB transcription factor 
Solyc05g009240	Os05g0264200 protein 
Solyc05g009250	Ethylene responsive transcription factor 12 
Solyc05g009260	Transport inhibitor response 1 
Solyc05g009270	Fatty acid elongase 3-ketoacyl-CoA synthase 
Solyc05g009280	Fatty acid elongase 3-ketoacyl-CoA synthase 
Solyc05g009290	Myosin-like protein 
Solyc05g009300	80C09_19 related 
Solyc05g009310	Zinc finger protein CONSTANS-LIKE 16 
Solyc05g009320	LOB domain protein 42 
Solyc05g009330	COSII_At1g13380 
Solyc05g009340	Unknown Protein 
Solyc05g009350	Zinc finger CCCH domain-containing protein 65 
Solyc05g009360	Unknown Protein 
Solyc05g009370	50S ribosomal protein L15 
Solyc05g009380	EPF-type Cis2-His2 zinc finger transcription factor 
Solyc05g009390	Lipase-like protein 
Solyc05g009400	Pentatricopeptide repeat-containing protein 
Solyc05g009410	tRNA dimethylallyltransferase 
Solyc05g009420	Unknown Protein 
Solyc05g009430	Endonuclease 
Solyc05g009440	Heavy metal-associated domain containing protein expressed 
Solyc05g009450	Ethylene responsive transcription factor 2a 
Solyc05g009460	Unknown Protein 
Solyc05g009470	Alpha-glucosidase 
Solyc05g009480	Unknown Protein 
Solyc05g009490	Unknown Protein 
Solyc05g009500	Peptide transporter 
Solyc05g009510	Unknown Protein 
Solyc05g009520	Genomic DNA chromosome 3 P1 clone MPE11 
Solyc05g009530	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex 
Solyc05g009540	Protein kinase-like protein 
Solyc05g009550	IST1 homolog 
Solyc05g009560	Homologous-pairing protein 2 homolog 
Solyc05g009570	Ribosomal protein PSRP-3/Ycf65 
Solyc05g009580	Aluminum-activated malate transporter-like 
Solyc05g009590	Aluminum-activated malate transporter-like 
Solyc05g009600	Phosphatase 2A regulatory A subunit 
Solyc05g009610	Acetyl esterase 
Solyc05g009620	Cell number regulator 3 
Solyc05g009630	Disease resistance protein 
Solyc05g009640	MYC2b transcription factor 
Solyc05g009650	Unknown Protein 
Solyc05g009660	BZIP transcription factor 
Solyc05g009670	Choline transporter-like protein 
Solyc05g009680	Aspartic proteinase nepenthesin I 
Solyc05g009690	Predicted membrane protein 
Solyc05g009700	Histidine amino acid transporter 
Solyc05g009710	Mediator of RNA polymerase II transcription subunit 25 
Solyc05g009720	Myb family transcription factor-like 
Solyc05g009730	Unknown Protein 
Solyc05g009740	"Nbs-lrr, resistance protein"
Solyc05g009750	"Nbs-lrr, resistance protein"
Solyc05g009760	"Nbs-lrr, resistance protein"
Solyc05g009770	Zinc finger family protein 
Solyc05g009780	Methionine aminopeptidase 
Solyc05g009790	Transcription factor 
Solyc05g009800	"LRR receptor-like serine/threonine-protein kinase, RLP"
Solyc05g009810	Unknown Protein 
Solyc05g009820	Glycosyltransferase family GT8 protein 
Solyc05g009830	Unknown Protein 
Solyc05g009840	NAC domain transcription factor 
Solyc05g009850	Gc-rich sequence DNA-binding factor 
Solyc05g009860	Leucoanthocyanidin reductase 1 
Solyc05g009870	Baculoviral IAP repeat-containing 8 
Solyc05g009880	Transcription factor bHLH30 
Solyc05g009890	Chloroplast nucleoid DNA binding protein-like 
Solyc05g009900	CYCLOIDEA-like group 1B protein 
Solyc05g009910	Coiled-coil domain-containing protein 94 
Solyc05g009920	Anion-transporting ATPase 
Solyc05g009930	Chloroplast unusual positioning 1A 
Solyc05g009940	S-layer domain protein 
Solyc05g009950	Cytochrome B561 family protein 
Solyc05g009960	Taurine catabolism dioxygenase TauD/TfdA 
Solyc05g009970	Unknown Protein 
Solyc05g009980	Protein LSM14 homolog B 
Solyc05g009990	"LRR receptor-like serine/threonine-protein kinase, RLP"
Solyc05g010000	Protein IDA 
Solyc05g010010	Plant-specific domain TIGR01570 family protein 
Solyc05g010020	Unknown Protein 
Solyc05g010030	Unknown Protein 
Solyc05g010040	Unknown Protein 
Solyc05g010050	Alpha/beta hydrolase fold-3 
Solyc05g010060	Xenotropic and polytropic retrovirus receptor 
Solyc05g010070	DNL zinc finger family protein 
Solyc05g010080	Unknown Protein 
Solyc05g010090	Unknown Protein 
Solyc05g010100	tRNA-adenosine deaminase 
Solyc05g010110	Unknown Protein 
Solyc05g010120	Phospholipid-transporting ATPase 
Solyc05g010130	Unknown Protein 
Solyc05g010140	Receptor-like protein kinase At5g59670 
Solyc05g010150	HD domain containing protein 
Solyc05g010160	Importin 9 
Solyc05g010170	RING finger protein 
Solyc05g010180	Carotenoid isomerase-like
Solyc05g010190	Unknown Protein 
Solyc05g010200	Unknown Protein 
Solyc05g010210	F-box family protein 
Solyc05g010220	F-box family protein 
Solyc05g010230	Ulp1 protease family C-terminal catalytic domain containing protein 
Solyc05g010240	chaperonin 
Solyc05g010250	Acetyltransferase-like protein 
Solyc05g010260	6-phosphogluconate dehydrogenase decarboxylating 
Solyc05g010270	Unknown Protein 
Solyc05g010280	LAG1 longevity assurance homolog 6 
Solyc05g010290	Expressed protein 
Solyc05g010300	DNA-directed RNA polymerase II subunit 3 
Solyc05g010310	Chalcone--flavonone isomerase 
Solyc05g010320	Chalcone--flavonone isomerase 
Solyc05g010330	Peroxidase 
Solyc05g010340	Uridine kinase 
Solyc05g010350	Unknown Protein 
Solyc05g010360	F-box family protein 
Solyc05g010370	F-box/FBD/LRR-repeat protein At1g13570 
Solyc05g010380	Unknown Protein 
Solyc05g010390	Unknown Protein 
Solyc05g010400	"Receptor like kinase, RLK"
Solyc05g010410	Unknown Protein 
Solyc05g010420	S-adenosylmethionine decarboxylase proenzyme 
Solyc05g010430	Aminoalcoholphosphotransferase 
Solyc05g010440	CDP-alcohol phosphatidyltransferase 
Solyc05g010450	Unknown Protein 
Solyc05g010460	Unknown Protein 
Solyc05g010470	Unknown Protein 
Solyc05g010480	U3 small nucleolar RNA-associated protein 15 homolog 
Solyc05g010490	F-box family protein 
Solyc05g010500	F-box family protein 
Solyc05g010510	Unknown Protein 
Solyc05g010530	Serine/threonine protein kinase family protein 
Solyc05g010540	F-box domain containing protein 
Solyc05g010550	Unknown Protein 
Solyc05g010560	Unknown Protein 
Solyc05g010570	Transcription initiation factor TFIID subunit 11 
Solyc05g010580	Unknown Protein 
Solyc05g010590	WPP domain-interacting tail-anchored protein 2 
Solyc05g010600	Unknown Protein 
Solyc05g010610	Transcription factor 
Solyc05g010620	Pentatricopeptide repeat-containing protein 
Solyc05g010630	Unknown Protein 
Solyc05g010640	Unknown Protein 
Solyc05g010650	U-box domain-containing protein 
Solyc05g010660	DNA-directed RNA polymerase 
Solyc05g010670	Chaperone protein htpG 
Solyc05g010680	Abhydrolase domain-containing protein FAM108B1 
Solyc05g010690	Unknown Protein 
Solyc05g010700	Unknown Protein 
Solyc05g010710	UDP-glucosyltransferase 
Solyc05g010720	Enoyl-CoA hydratase 
Solyc05g010730	N-acetylglucosaminyl phosphatidylinositol de-N-acetylase 
Solyc05g010740	NAC domain protein IPR003441 
Solyc05g010750	Unknown Protein 
Solyc05g010760	Unknown Protein 
Solyc05g010770	Unknown Protein 
Solyc05g010780	Pentatricopeptide repeat-containing protein 
Solyc05g010790	Unknown Protein 
Solyc05g010800	DNA-3-methyladenine glycosylase I 
Solyc05g010810	Phosphatidylinositol kinase 
Solyc05g011810	BHLH transcription factor 
Solyc05g011820	Protease II 
Solyc05g011830	Unknown Protein 
Solyc05g011840	Sulfotransferase family protein 
Solyc05g011850	Sulfotransferase family protein 
Solyc05g011860	Sulfotransferase family protein 
Solyc05g011870	Steroid sulfotransferase 3 
Solyc05g011880	Pyrimidine 5&apos-nucleotidase 
Solyc05g011890	Sulfotransferase family protein 
Solyc05g011900	Sulfotransferase family protein 
Solyc05g011910	Sulfotransferase family protein 
Solyc05g011920	ACT domain-containing protein 
Solyc05g011930	Heat shock protein binding protein 
Solyc05g011940	Cytochrome P450
Solyc05g011950	Heat shock protein binding protein 
Solyc05g011960	Heat shock protein binding protein 
Solyc05g011970	Cytochrome P450
Solyc05g011980	Unknown Protein 
Solyc05g011990	Nucleolar protein 14 
Solyc05g012000	Universal stress protein family protein 
Solyc05g012010	RING-H2 finger protein 
Solyc05g012020	MADS-box transcription factor MADS-MC 
Solyc05g012030	At1g69160/F4N2_9 
Solyc05g012040	Squamosa promoter binding protein 3 
Solyc05g012050	CRABS CLAW 
Solyc05g012060	Unknown Protein 
Solyc05g012070	Alpha-1 4-glucan-protein synthase 
Solyc05g012080	Cytochrome b5 
Solyc05g012090	Dihydropteroate synthase 
Solyc05g012100	Fructokinase-like protein 2 
Solyc05g012110	6-phosphogluconolactonase 
Solyc05g012120	Ribosome maturation factor rimP 
Solyc05g012130	Serine/threonine kinase 25 
Solyc05g012140	"Pentatricopeptide repeat-containing protein At2g30100, chloroplastic "
Solyc05g012150	"Ubiquinone biosynthesis protein COQ4, mitochondrial "
Solyc05g012160	Nitrilase associated protein-like 
Solyc05g012170	Unknown Protein 
Solyc05g012180	Hydrolase alpha/beta fold family protein 
Solyc05g012190	AAA family ATPase CDC48 subfamily 
Solyc05g012200	Asparagine synthase family protein expressed 
Solyc05g012210	Ninja-family protein 1 
Solyc05g012220	Magnesium transporter MRS2-5 
Solyc05g012230	Unknown Protein 
Solyc05g012240	Nuclear transport factor 2 domain containing protein expressed 
Solyc05g012250	Pentatricopeptide repeat-containing protein 
Solyc05g012260	Purple acid phosphatase 
Solyc05g012270	Argininosuccinate synthase 
Solyc05g012280	Genomic DNA chromosome 5 TAC clone K6A12 
Solyc05g012290	DUF647 domain-containing protein 
Solyc05g012300	WD-40 repeat family protein 
Solyc05g012310	Ureide permease 2 
Solyc05g012320	WD-40 repeat family protein 
Solyc05g012330	Ureide permease 2 
Solyc05g012340	Erlin-2 
Solyc05g012350	Hydrolase alpha/beta fold family protein 
Solyc05g012360	Hydrolase alpha/beta fold family protein 
Solyc05g012370	Hydrolase alpha/beta fold family protein 
Solyc05g012380	Glucan endo-1 3-beta-glucosidase 1 
Solyc05g012390	Pentatricopeptide repeat-containing protein 
Solyc05g012400	Unknown Protein 
Solyc05g012410	Unknown Protein 
Solyc05g012420	14-3-3 protein sigma gamma zeta beta/alpha 
Solyc05g012430	"LRR receptor-like serine/threonine-protein kinase, RLP"
Solyc05g012440	Cytochrome c oxidase assembly protein ctaG 
Solyc05g012450	Dehydration-responsive family protein 
Solyc05g012460	Cobalamin synthesis protein P 
Solyc05g012480	Mitochondrial processing peptidase beta subunit 
Solyc05g012490	Zinc finger protein-like 
Solyc05g012500	WRKY transcription factor 29 
Solyc05g012510	Phosphorylase 
Solyc05g012520	Synaptosomal-associated protein 30 
Solyc05g012530	Unknown Protein 
Solyc05g012540	Heparanase 
Solyc05g012550	Remorin family protein 
Solyc05g012560	RING zinc finger protein-like 
Solyc05g012570	Unknown Protein 
Solyc05g012580	Unknown Protein 
Solyc05g012590	Ankyrin repeat and KH domain-containing protein 1 
Solyc05g012600	Unknown Protein 
Solyc05g012610	Appr-1-p processing enzyme domain protein 
Solyc05g012620	Hemimethylated DNA binding protein 
Solyc05g012630	Pentatricopeptide repeat-containing protein 
Solyc05g012640	T7.1 protein 
Solyc05g012650	T7.1 protein 
Solyc05g012660	Glycosyltransferase 
Solyc05g012670	Glucosyltransferase-3 
Solyc05g012680	Os03g0210500 protein 
Solyc05g012690	Sporulation protein RMD1 
Solyc05g012700	Conserved hypothetical membrane protein 
Solyc05g012710	Plastid division regulator MinE 
Solyc05g012720	Mitotic checkpoint protein BUB3 
Solyc05g012730	Exostosin-like glycosyltransferase 
Solyc05g012740	"Cc-nbs-lrr, resistance protein with an R1 specific domain"
Solyc05g012750	"Lrr,  resistance protein fragment"
Solyc05g012760	Unknown Protein 
Solyc05g012770	WRKY transcription factor-a 
Solyc05g012780	cDNA clone J075153F01 full insert sequence 
Solyc05g012790	Palmitoyltransferase erf2 
Solyc05g012800	UDP-N-acetylmuramoylalanine--D-glutamate ligase 
Solyc05g012810	Unknown Protein 
Solyc05g012820	Unknown Protein 
Solyc05g012830	Transposase family protein 
Solyc05g012840	Transcription factor CYCLOIDEA 
Solyc05g012850	Unknown Protein 
Solyc05g012860	Unknown Protein 
Solyc05g012870	Genomic DNA chromosome 5 P1 clone MFB13 
Solyc05g012880	Unknown Protein 
